Bin Center,WT 1ug 1wk,WT 1ug 1wk,WT 1ug 1wk,WT 1ug 1wk,WT 1ug 1wk,WT 1ug 1wk,WT 1ug 5wk,WT 1ug 5wk,WT 1ug 5wk,WT 1ug 5wk,WT 1ug 5wk,WT 1ug 5wk,p53 het,p53 het,p53 het,p53 het,p53 het,p53 het,5 wk kras het p53 het,5 wk kras het p53 het,5 wk kras het p53 het,5 wk kras het p53 het,5 wk kras het p53 het,5 wk kras het p53 het
171200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
171400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
171600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
171800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
172000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
172200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
172400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
172600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
172800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
173000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
173200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
173400,0,0,0,0.005764,0,,0,0,0,0,,,,,,,,,,,,,,
173600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
173800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
174000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
174200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
174400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
174600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
174800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
175000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
175200,0,0,0,0,0,,0,0,0,0.010512203,,,,,,,,,,,,,,
175400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
175600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
175800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
176000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
176200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
176400,0,0,0,0,0,,0,0,0,0.010512203,,,,,,,,,,,,,,
176600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
176800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
177000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
177200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
177400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
177600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
177800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
178000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
178200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
178400,0,0,0,0.005764,0,,0,0,0,0,,,,,,,,,,,,,,
178600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
178800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
179000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
179200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
179400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
179600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
179800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
180000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
180200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
180400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
180600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
180800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
181000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
181200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
181400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
181600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
181800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
182000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
182200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
182400,0,0,0,0,0,,0,0,0,0.010512203,,,,,,,,,,,,,,
182600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
182800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
183000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
183200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
183400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
183600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
183800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
184000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
184200,0.039571,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
184400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
184600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
184800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
185000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
185200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
185400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
185600,0,0,0,0,0.00673,,0,0,0,0,,,,,,,,,,,,,,
185800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
186000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
186200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
186400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
186600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
186800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
187000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
187200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
187400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
187600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
187800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
188000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
188200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
188400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
188600,0,0,0,0,0.00673,,0,0,0,0,,,,,,,,,,,,,,
188800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
189000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
189200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
189400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
189600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
189800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
190000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
190200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
190400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
190600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
190800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
191000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
191200,0,0,0.015263,0,0,,0,0,0,0,,,,,,,,,,,,,,
191400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
191600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
191800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
192000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
192200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
192400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
192600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
192800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
193000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
193200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
193400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
193600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
193800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
194000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
194200,0,0,0.015263,0,0,,0,0,0,0,,,,,,,,,,,,,,
194400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
194600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
194800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
195000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
195200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
195400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
195600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
195800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
196000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
196200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
196400,0,0,0,0,0.00673,,0,0,0,0,,,,,,,,,,,,,,
196600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
196800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
197000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
197200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
197400,0,0,0,0,0,,0,0,0.01796,0,,,,,,,,,,,,,,
197600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
197800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
198000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
198200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
198400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
198600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
198800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
199000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
199200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
199400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
199600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
199800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
200000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
200200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
200400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
200600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
200800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
201000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
201200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
201400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
201600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
201800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
202000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
202200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
202400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
202600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
202800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
203000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
203200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
203400,0,0,0,0,0.00673,,0,0,0,0,,,,,,,,,,,,,,
203600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
203800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
204000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
204200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
204400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
204600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
204800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
205000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
205200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
205400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
205600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
205800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
206000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
206200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
206400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
206600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
206800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
207000,0,0,0,0,0,,0,0,0,0.010512203,,,,,,,,,,,,,,
207200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
207400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
207600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
207800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
208000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
208200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
208400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
208600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
208800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
209000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
209200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
209400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
209600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
209800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
210000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
210200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
210400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
210600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
210800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
211000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
211200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
211400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
211600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
211800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
212000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
212200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
212400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
212600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
212800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
213000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
213200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
213400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
213600,0,0,0,0,0.00673,,0,0,0,0,,,,,,,,,,,,,,
213800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
214000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
214200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
214400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
214600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
214800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
215000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
215200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
215400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
215600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
215800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
216000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
216200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
216400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
216600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
216800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
217000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
217200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
217400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
217600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
217800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
218000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
218200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
218400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
218600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
218800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
219000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
219200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
219400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
219600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
219800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
220000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
220200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
220400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
220600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
220800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
221000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
221200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
221400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
221600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
221800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
222000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
222200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
222400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
222600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
222800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
223000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
223200,0,0,0.015263,0,0,,0,0,0,0,,,,,,,,,,,,,,
223400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
223600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
223800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
224000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
224200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
224400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
224600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
224800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
225000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
225200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
225400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
225600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
225800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
226000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
226200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
226400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
226600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
226800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
227000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
227200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
227400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
227600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
227800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
228000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
228200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
228400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
228600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
228800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
229000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
229200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
229400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
229600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
229800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
230000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
230200,0,0,0.015263,0,0,,0,0,0,0,,,,,,,,,,,,,,
230400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
230600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
230800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
231000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
231200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
231400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
231600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
231800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
232000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
232200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
232400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
232600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
232800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
233000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
233200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
233400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
233600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
233800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
234000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
234200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
234400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
234600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
234800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
235000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
235200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
235400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
235600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
235800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
236000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
236200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
236400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
236600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
236800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
237000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
237200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
237400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
237600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
237800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
238000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
238200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
238400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
238600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
238800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
239000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
239200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
239400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
239600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
239800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
240000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
240200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
240400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
240600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
240800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
241000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
241200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
241400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
241600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
241800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
242000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
242200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
242400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
242600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
242800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
243000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
243200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
243400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
243600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
243800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
244000,0,0,0,0.005764,0,,0,0,0,0,,,,,,,,,,,,,,
244200,0,0,0,0,0,,0.041326,0,0,0,,,,,,,,,,,,,,
244400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
244600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
244800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
245000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
245200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
245400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
245600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
245800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
246000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
246200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
246400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
246600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
246800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
247000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
