Bin Center,WT 1ug,WT 1ug,WT 1ug,WT 1ug,WT 1ug,WT 1ug,Kras,Kras,Kras,Kras,Kras,Kras,over,over,over,over,over,over,time,time,time,time,time,time
135400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
135600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
135800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
136000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
136200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
136400,,,,,,,0,0,0,0.015176882,,,,,,,,,,,,,,
136600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
136800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
137000,,,,,,,0,0,0.012536271,0,,,,,,,,,,,,,,
137200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
137400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
137600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
137800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
138000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
138200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
138400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
138600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
138800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
139000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
139200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
139400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
139600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
139800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
140000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
140200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
140400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
140600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
140800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
141000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
141200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
141400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
141600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
141800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
142000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
142200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
142400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
142600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
142800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
143000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
143200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
143400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
143600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
143800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
144000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
144200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
144400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
144600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
144800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
145000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
145200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
145400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
145600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
145800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
146000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
146200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
146400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
146600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
146800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
147000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
147200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
147400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
147600,,,,,,,0,0,0.012536271,0,,,,,,,,,,,,,,
147800,,,,,,,0.012590494,0,0,0,,,,,,,,,,,,,,
148000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
148200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
148400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
148600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
148800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
149000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
149200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
149400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
149600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
149800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
150000,,,,,,,0,0,0.012536271,0,,,,,,,,,,,,,,
150200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
150400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
150600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
150800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
151000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
151200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
151400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
151600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
151800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
152000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
152200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
152400,,,,,,,0,0,0,0.015176882,,,,,,,,,,,,,,
152600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
152800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
153000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
153200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
153400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
153600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
153800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
154000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
154200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
154400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
154600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
154800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
155000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
155200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
155400,,,,,,,0.012590494,0,0,0,,,,,,,,,,,,,,
155600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
155800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
156000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
156200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
156400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
156600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
156800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
157000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
157200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
157400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
157600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
157800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
158000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
158200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
158400,,,,,,,0.012590494,0,0,0,,,,,,,,,,,,,,
158600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
158800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
159000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
159200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
159400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
159600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
159800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
160000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
160200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
160400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
160600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
160800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
161000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
161200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
161400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
161600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
161800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
162000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
162200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
162400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
162600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
162800,,,,,,,0.012590494,0,0,0,,,,,,,,,,,,,,
163000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
163200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
163400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
163600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
163800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
164000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
164200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
164400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
164600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
164800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
165000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
165200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
165400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
165600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
165800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
166000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
166200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
166400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
166600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
166800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
167000,,,,,,,0,0,0.012536271,0,,,,,,,,,,,,,,
167200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
167400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
167600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
167800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
168000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
168200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
168400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
168600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
168800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
169000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
169200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
169400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
169600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
169800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
170000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
170200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
170400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
170600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
170800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
171000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
171200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
171400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
171600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
171800,,,,,,,0,0,0.012536271,0,,,,,,,,,,,,,,
172000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
172200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
172400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
172600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
172800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
173000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
173200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
173400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
173600,,,,,,,0,0,0.012536271,0,,,,,,,,,,,,,,
173800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
174000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
174200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
174400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
174600,,,,,,,0.012590494,0,0,0,,,,,,,,,,,,,,
174800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
175000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
175200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
175400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
175600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
175800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
176000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
176200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
176400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
176600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
176800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
177000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
177200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
177400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
177600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
177800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
178000,,,,,,,0,0,0.012536271,0,,,,,,,,,,,,,,
178200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
178400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
178600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
178800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
179000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
179200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
179400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
179600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
179800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
180000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
180200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
180400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
180600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
180800,,,,,,,0.012590494,0,0,0,,,,,,,,,,,,,,
181000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
181200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
181400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
181600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
181800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
182000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
182200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
182400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
182600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
182800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
183000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
183200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
183400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
183600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
183800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
184000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
184200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
184400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
184600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
184800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
185000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
185200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
185400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
185600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
185800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
186000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
186200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
186400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
186600,,,,,,,0,0,0,0.015176882,,,,,,,,,,,,,,
186800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
187000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
187200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
187400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
187600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
187800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
188000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
188200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
188400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
188600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
188800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
189000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
189200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
189400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
189600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
189800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
190000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
190200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
190400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
190600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
190800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
191000,,,,,,,0,0,0,0.015176882,,,,,,,,,,,,,,
191200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
191400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
191600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
191800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
192000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
192200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
192400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
192600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
192800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
193000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
193200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
193400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
193600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
193800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
194000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
194200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
194400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
194600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
194800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
195000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
195200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
195400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
195600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
195800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
196000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
196200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
196400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
196600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
196800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
197000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
197200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
197400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
197600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
197800,,,,,,,0,0,0,0.015176882,,,,,,,,,,,,,,
198000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
198200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
198400,,,,,,,0,0,0.012536271,0,,,,,,,,,,,,,,
198600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
198800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
199000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
199200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
199400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
199600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
199800,,,,,,,0,0,0.012536271,0,,,,,,,,,,,,,,
200000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
200200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
200400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
200600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
200800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
201000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
201200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
201400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
201600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
201800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
202000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
202200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
202400,,,,,,,0,0,0.012536271,0,,,,,,,,,,,,,,
202600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
202800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
203000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
203200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
203400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
203600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
203800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
204000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
204200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
204400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
204600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
204800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
205000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
205200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
205400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
205600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
205800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
206000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
206200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
206400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
206600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
206800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
207000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
207200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
207400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
207600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
207800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
208000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
208200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
208400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
208600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
208800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
209000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
209200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
209400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
209600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
209800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
210000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
210200,,,,,,,0.012590494,0,0,0,,,,,,,,,,,,,,
210400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
210600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
210800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
211000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
211200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
211400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
211600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
211800,,,,,,,0,0,0,0,,,,,,,,,,,,,,
212000,,,,,,,0,0,0,0,,,,,,,,,,,,,,
212200,,,,,,,0,0,0,0,,,,,,,,,,,,,,
212400,,,,,,,0,0,0,0,,,,,,,,,,,,,,
212600,,,,,,,0,0,0,0,,,,,,,,,,,,,,
212800,,,,,,,,,,,,,,,,,,,,,,,,
213000,,,,,,,,,,,,,,,,,,,,,,,,
213200,,,,,,,,,,,,,,,,,,,,,,,,
213400,,,,,,,,,,,,,,,,,,,,,,,,
213600,,,,,,,,,,,,,,,,,,,,,,,,
213800,,,,,,,,,,,,,,,,,,,,,,,,
214000,,,,,,,,,,,,,,,,,,,,,,,,
214200,,,,,,,,,,,,,,,,,,,,,,,,
214400,,,,,,,,,,,,,,,,,,,,,,,,
214600,,,,,,,,,,,,,,,,,,,,,,,,
214800,,,,,,,,,,,,,,,,,,,,,,,,
215000,,,,,,,,,,,,,,,,,,,,,,,,
215200,,,,,,,,,,,,,,,,,,,,,,,,
215400,,,,,,,,,,,,,,,,,,,,,,,,
215600,,,,,,,,,,,,,,,,,,,,,,,,
215800,,,,,,,,,,,,,,,,,,,,,,,,
216000,,,,,,,,,,,,,,,,,,,,,,,,
216200,,,,,,,,,,,,,,,,,,,,,,,,
216400,,,,,,,,,,,,,,,,,,,,,,,,
216600,,,,,,,,,,,,,,,,,,,,,,,,
216800,,,,,,,,,,,,,,,,,,,,,,,,
217000,,,,,,,,,,,,,,,,,,,,,,,,
217200,,,,,,,,,,,,,,,,,,,,,,,,
217400,,,,,,,,,,,,,,,,,,,,,,,,
217600,,,,,,,,,,,,,,,,,,,,,,,,
217800,,,,,,,,,,,,,,,,,,,,,,,,
218000,,,,,,,,,,,,,,,,,,,,,,,,
218200,,,,,,,,,,,,,,,,,,,,,,,,
218400,,,,,,,,,,,,,,,,,,,,,,,,
218600,,,,,,,,,,,,,,,,,,,,,,,,
218800,,,,,,,,,,,,,,,,,,,,,,,,
219000,,,,,,,,,,,,,,,,,,,,,,,,
219200,,,,,,,,,,,,,,,,,,,,,,,,
219400,,,,,,,,,,,,,,,,,,,,,,,,
219600,,,,,,,,,,,,,,,,,,,,,,,,
219800,,,,,,,,,,,,,,,,,,,,,,,,
220000,,,,,,,,,,,,,,,,,,,,,,,,
220200,,,,,,,,,,,,,,,,,,,,,,,,
220400,,,,,,,,,,,,,,,,,,,,,,,,
220600,,,,,,,,,,,,,,,,,,,,,,,,
220800,,,,,,,,,,,,,,,,,,,,,,,,
221000,,,,,,,,,,,,,,,,,,,,,,,,
221200,,,,,,,,,,,,,,,,,,,,,,,,
221400,,,,,,,,,,,,,,,,,,,,,,,,
221600,,,,,,,,,,,,,,,,,,,,,,,,
221800,,,,,,,,,,,,,,,,,,,,,,,,
222000,,,,,,,,,,,,,,,,,,,,,,,,
222200,,,,,,,,,,,,,,,,,,,,,,,,
222400,,,,,,,,,,,,,,,,,,,,,,,,
222600,,,,,,,,,,,,,,,,,,,,,,,,
222800,,,,,,,,,,,,,,,,,,,,,,,,
223000,,,,,,,,,,,,,,,,,,,,,,,,
223200,,,,,,,,,,,,,,,,,,,,,,,,
223400,,,,,,,,,,,,,,,,,,,,,,,,
223600,,,,,,,,,,,,,,,,,,,,,,,,
223800,,,,,,,,,,,,,,,,,,,,,,,,
224000,,,,,,,,,,,,,,,,,,,,,,,,
224200,,,,,,,,,,,,,,,,,,,,,,,,
224400,,,,,,,,,,,,,,,,,,,,,,,,
224600,,,,,,,,,,,,,,,,,,,,,,,,
224800,,,,,,,,,,,,,,,,,,,,,,,,
225000,,,,,,,,,,,,,,,,,,,,,,,,
225200,,,,,,,,,,,,,,,,,,,,,,,,
225400,,,,,,,,,,,,,,,,,,,,,,,,
225600,,,,,,,,,,,,,,,,,,,,,,,,
225800,,,,,,,,,,,,,,,,,,,,,,,,
226000,,,,,,,,,,,,,,,,,,,,,,,,
